id,X,Y
2299,394643.7864,4619052.75
2300,395324.0046,4619333.226
2301,395463.1875,4619584.116
2302,395433.1191,4619955.602
2303,395246.7661,4619825.938
2304,395474.468,4619669.829
2305,395486.5981,4619722.544
2306,395535.7045,4619427.057
2307,394642.4001,4619562.447
2308,394909.9011,4619185.471
2309,394791.6569,4619580.495
2310,394731.6403,4619651.339
2311,395523.5835,4619780.513
2312,394881.6718,4619948.2
2313,395511.305,4619256.012
2314,395059.2006,4619368.483
2315,395390.7344,4619150.859
2316,394885.3076,4619650.059
2317,395073.7518,4619539.186
2318,394593.1614,4619173.738
2319,394920.5516,4619069.12
2320,394587.9372,4619153.101
2321,394878.7611,4619192.213
2322,394610.8504,4619228.113
2323,394751.5823,4619470.583
2324,395036.1986,4619965.576
2325,395532.7784,4619053.493
2326,395413.2214,4619677.274
2327,394726.6477,4619688.269
2328,395331.8155,4619604.445
2329,394920.1325,4619457.822
2330,395352.8197,4619446.685
2331,394843.4018,4619492.762
2332,395258.7276,4619606.502
2333,394693.4588,4619671.973
2334,394842.4543,4619305.435
2335,395339.9499,4619976.674
2336,394770.2174,4619719.525
2337,395182.4058,4619431.724
2338,395038.8894,4619314.801
2339,394823.4777,4619135.83
2340,395298.035,4619514.181
2341,395092.9384,4619097.735
2342,395203.6737,4619995.755
2343,395437.486,4619412.054
2344,394694.0441,4619428.282
2345,395377.5298,4619560.378
2346,395245.3387,4619150.324
2347,394987.6891,4619600.246
2348,394592.0499,4619525.583
2349,395020.8274,4619544.694
2350,395283.8021,4619651.422
2351,395126.0073,4619977.642
2352,395421.1855,4619099.407
2353,394849.7848,4619025.914
2354,395358.5375,4619899.94
2355,395083.3789,4619853.281
2356,395493.069,4619475.984
2357,394650.9924,4619607.959
2358,395037.2342,4619231.729
2359,395379.9827,4619086.888
2360,394568.2078,4619301.464
2361,394592.3721,4619413.008
2362,395160.3357,4619653.975
2363,394616.0398,4619995.8
2364,395485.8886,4619952.866
2365,394716.9086,4619089.427
2366,395440.5196,4619919.905
2367,394734.1195,4619664.216
2368,395483.6836,4619951.063
2369,395246.1675,4619948.533
2370,394882.5716,4619423.134
2371,394902.4633,4619173.449
2372,394870.5676,4619492.813
2373,395509.0145,4619885.755
2374,395030.6882,4619314.688
2375,394812.5738,4619610.897
2376,395350.3726,4619664.747
2377,394973.8394,4619200.422
2378,394722.8392,4619588.272
2379,394644.8739,4619908.151
2380,395446.4354,4619030.862
2381,395155.7131,4619447.29
2382,394614.2219,4619009.901
2383,394805.2761,4619764.46
2384,394917.1696,4619573.062
2385,395419.4585,4619464.621
2386,394741.4364,4619779.16
2387,395469.9669,4619184.861
2388,394542.9205,4619672.069
2389,394672.5503,4619183.5
2390,395105.1542,4619686.002
2391,394859.8616,4619735.108
2392,394796.7495,4619997.995
2393,395020.6368,4619492.327
2394,394831.3751,4619492.087
2395,394971.6954,4619009.256
2396,394849.1691,4619381.237
2397,395062.8408,4619978.496
2398,395278.9338,4619753.819
2399,394636.2761,4619181.952
2400,395039.2534,4619312.54
2401,395022.296,4619501.379
2402,394921.4728,4619972.007
2403,394624.5599,4619522.022
2404,395463.2623,4619694.557
2405,395210.6611,4619864.459
2406,394884.9451,4619081.024
2407,394918.0311,4619198.641
2408,395279.2237,4619388.733
2409,394861.8448,4619783.725
2410,395188.5659,4619660.169
2411,395414.6642,4619847.379
2412,395079.057,4619829.144
2413,395083.8295,4619665.777
2414,395364.492,4619457.046
2415,394916.0878,4619303.057
2416,395548.4782,4619014.156
2417,394867.3222,4619826.736
2418,395030.8993,4619893.222
2419,394959.8753,4619804.916
2420,395309.8689,4619114.148
2421,395386.0522,4619836.755
2422,395217.7632,4619589.77
2423,394922.2945,4619940.521
2424,394613.622,4619521.132
2425,394961.7196,4619739.329
2426,395231.9943,4619282.448
2427,394740.0555,4619124.952
2428,394953.908,4619155.178
2429,395410.0632,4619871.327
2430,394828.9351,4619959.747
2431,395114.4655,4619989.28
2432,395326.9762,4619777.957
2433,395023.9026,4619389.375
2434,394751.2263,4619454.092
2435,394741.1952,4619750.459
2436,394920.1336,4619489.321
2437,395194.2129,4619453.328
2438,394687.5324,4619137.274
2439,395423.4255,4619833.619
2440,394843.8952,4619753.55
2441,395222.2125,4619365.199
2442,394628.9247,4619721.895
2443,395110.6511,4619422.48
2444,395044.1323,4619910.289
2445,395216.2766,4619163.573
2446,394914.2136,4619804.217
2447,395475.8367,4619905.129
2448,395083.0331,4619021.204
2449,394631.3615,4619693.126
2450,394642.8193,4619414.996
2451,395516.2157,4619440.014
2452,395113.4884,4619770.386
2453,395284.2351,4619406.173
2454,394797.6949,4619155.444
2455,395427.0797,4619181.127
2456,395145.0352,4619398.356
2457,395156.4371,4619051.623
2458,394580.6798,4619291.55
2459,395097.8361,4619146.17
2460,394630.5375,4619306.588
2461,394999.3069,4619907.179
2462,395078.7915,4619131.664
2463,394570.8695,4619583.337
2464,394696.0509,4619961.965
2465,394598.4856,4619165.933
2466,395456.8274,4619571.127
2467,395153.0004,4619189.782
2468,394944.7282,4619888.942
2469,394886.3201,4619248.229
2470,395158.4209,4619844.38
2471,395239.1957,4619659.643
2472,394739.2906,4619016.757
2473,395198.4732,4619833.356
2474,394809.8763,4619545.494
2475,395513.9839,4619138.431
2476,395276.1531,4619798.716
2477,395497.3061,4619435.231
2478,395481.3165,4619140.452
2479,394725.5546,4619992.88
2480,394640.9916,4619657.254
2481,394790.991,4619567.114
2482,394863.5241,4619329.028
2483,394800.6142,4619119.178
2484,394680.7121,4619123.623
2485,394946.9927,4619843.554
2486,395279.829,4619988.257
2487,395546.7545,4619271.457
2488,394685.3827,4619347.536
2489,394816.4722,4619023.141
2490,394804.6599,4619904.817
2491,394774.607,4619870.22
2492,395244.1305,4619309.188
2493,395081.7335,4619271.616
2494,395518.1945,4619921.741
2495,394624.0631,4619174.334
2496,395253.5481,4619475.065
2497,394934.1124,4619293.739
2498,394793.8827,4619878.502
2499,394578.2146,4619436.582
2500,394588.2036,4619006.054
2501,394597.6291,4619990.35
2502,394901.8181,4619465.596
2503,395312.1115,4619840.529
2504,394694.0486,4619935.87
2505,395270.3253,4619199.37
2506,395507.2501,4619720.937
2507,394985.273,4619369.087
2508,395394.788,4619551.109
2509,395518.1886,4619217.568
2510,394881.359,4619258.787
2511,395250.2035,4619305.307
2512,394981.23,4619439.497
2513,394865.8394,4619506.064
2514,394860.6591,4619841.235
2515,394728.689,4619783.083
2516,395106.1606,4619987.679
2517,395415.2728,4619106.325
2518,395419.944,4619015.379
2519,395270.5644,4619524.217
2520,395211.5007,4619500.126
2521,395384.862,4619929.212
2522,395136.7307,4619319.973
2523,395302.6582,4619554.832
2524,394654.9382,4619985.919
2525,395206.2235,4619342.842
2526,395541.9757,4619962.989
2527,394806.052,4619135.095
2528,394687.4908,4619594.982
2529,395529.6972,4619768.902
2530,395286.667,4619233.932
2531,395071.9234,4619344.032
2532,394611.9816,4619612.444
2533,394847.7235,4619715.096
2534,395123.8615,4619952.141
2535,394806.2892,4619411.306
2536,394872.2971,4619109.124
2537,395348.7307,4619316.883
2538,395430.6179,4619507.141
2539,395081.7649,4619247.784
2540,395516.1028,4619440.374
2541,395319.4411,4619720.154
2542,395289.764,4619327.859
2543,394558.8369,4619066.923
2544,395413.7128,4619908.897
2545,394854.2815,4619820.097
2546,394638.0235,4619797.471
2547,395297.8681,4619530.82
2548,395151.6454,4619477.9
2549,395399.3118,4619299.383
2550,394545.2504,4619905.653
2551,394625.5791,4619230.185
2552,395318.4141,4619170.024
2553,394947.7001,4619036.607
2554,395517.0533,4619050.973
2555,394575.0289,4619936.92
2556,395285.0641,4619066.612
2557,395256.2504,4619045.515
2558,395540.9029,4619043.148
2559,394962.8331,4619415.228
2560,394695.0024,4619083.341
2561,394716.3977,4619902.943
2562,394911.1869,4619225.748
2563,395264.1589,4619191.368
2564,394865.4445,4619886.365
2565,394665.7091,4619960.102
2566,395531.863,4619463.924
2567,394638.1888,4619924.491
2568,395405.0889,4619453.474
2569,395111.138,4619222.323
2570,394770.9063,4619293.684
2571,394558.0143,4619814.325
2572,394883.7497,4619701.758
2573,395314.7388,4619841.895
2574,395134.6413,4619696.373
2575,395538.1385,4619484.949
2576,395325.2406,4619717.722
2577,394965.7145,4619352.665
2578,395222.2116,4619292.691
2579,394625.3554,4619663.877
2580,394931.0861,4619553.335
2581,394647.4971,4619983.546
2582,394765.3775,4619279.132
2583,395417.2431,4619399.023
2584,394745.9129,4619273.674
2585,395410.5894,4619833.881
2586,395294.0738,4619984.851
2587,395008.0346,4619783.446
2588,395159.0948,4619471.137
2589,395513.7092,4619975.503
2590,394730.8844,4619686.272
2591,395229.4492,4619448.091
2592,395001.8005,4619333.087
2593,395298.989,4619655.909
2594,395133.1491,4619549.118
2595,395239.5994,4619893.726
2596,395021.378,4619636.817
2597,395228.9107,4619607.125
2598,394904.4637,4619253.483
2599,395187.5652,4619332.552
2600,395038.5967,4619358.917
2601,394868.4738,4619111.817
2602,394820.5773,4619847.405
2603,395380.896,4619149.887
2604,395118.2093,4619639.228
2605,394950.9938,4619697.913
2606,394541.8567,4619684.508
2607,395331.0668,4619617.373
2608,394546.0205,4619513.298
2609,395468.0962,4619754.209
2610,395339.081,4619009.055
2611,395057.7063,4619930.948
2612,394578.6549,4619978.346
2613,395056.6014,4619905.966
2614,394975.3411,4619111.545
2615,394805,4619184.771
2616,394723.9827,4619748.254
2617,394608.9086,4619991.177
2618,394605.4985,4619652.514
2619,394882.4577,4619056.429
2620,394642.7883,4619677.315
2621,394771.9102,4619752.208
2622,394818.431,4619573.473
2623,394964.1449,4619428.815
2624,395287.2838,4619432.695
2625,394861.1034,4619805.701
2626,394651.136,4619051.301
2627,395056.4893,4619861.688
2628,394725.4565,4619535.896
2629,395239.9522,4619060.075
2630,394867.4002,4619267.968
2631,394613.2007,4619537.096
2632,394875.7856,4619239.859
2633,394976.8227,4619823.467
2634,395516.451,4619379.258
2635,394687.4354,4619683.508
2636,395342.7144,4619131.195
2637,395169.7893,4619970.062
2638,394608.0205,4619072.641
2639,395438.2947,4619724.467
2640,395390.9508,4619629.076
2641,394910.9462,4619450.887
2642,395316.1524,4619229.473
2643,394928.8072,4619302.35
2644,394734.378,4619866.143
2645,394997.2916,4619072.926
2646,395014.1588,4619136.021
2647,395104.9123,4619725.87
2648,395006.4619,4619146.906
2649,395255.4554,4619006.823
2650,394921.7311,4619628.447
2651,395136.8786,4619781.84
2652,394928.9728,4619499.746
2653,395097.9945,4619389.876
2654,395404.8996,4619127.393
2655,395057.9457,4619196.228
2656,395139.7537,4619632.46
2657,395461.9016,4619834.624
2658,395252.6684,4619522.503
2659,394792.606,4619529.608
2660,394835.8379,4619360.926
2661,395023.0841,4619698.784
2662,395330.9887,4619675.989
2663,394592.8383,4619031.792
2664,395461.5728,4619852.433
2665,394639.7779,4619936.138
2666,395092.2242,4619340.86
2667,395143.249,4619976.613
2668,394592.5361,4619794.764
2669,394947.6197,4619099.931
2670,395178.3676,4619777.726
2671,394902.0224,4619425.546
2672,394571.8157,4619434.092
2673,395204.6513,4619253.242
2674,395531.584,4619053.185
2675,395330.5033,4619699.137
2676,395320.9289,4619741.561
2677,395231.8528,4619620.396
2678,395267.3829,4619942.688
2679,395321.1821,4619713.293
2680,395000.5227,4619199.381
2681,394926.744,4619190.035
2682,394843.1225,4619999.663
2683,395229.9386,4619848.724
2684,395488.676,4619276.222
2685,394729.529,4619597.722
2686,394556.2667,4619442.897
2687,394615.0088,4619953.803
2688,394806.9304,4619328.862
2689,394679.8049,4619846.184
2690,394822.2193,4619874.409
2691,394906.7134,4619688.697
2692,394793.613,4619598.76
2693,394645.6326,4619768.928
2694,395471.4381,4619576.284
2695,394977.9644,4619686.337
2696,395034.9098,4619755.055
2697,395291.0218,4619054.055
2698,395482.64,4619896.178
2699,394705.9344,4619719.907
2700,394576.167,4619066.799
2701,394987.5637,4619721.821
2702,395526.4352,4619005.487
2703,395032.3299,4619004.405
2704,394547.9952,4619403.487
2705,394738.6305,4619262.041
2706,395166.3903,4619987.75
2707,395321.9499,4619705.449
2708,394832.6081,4618996.463
2709,395011.2789,4619704.948
2710,394977.7543,4619590.503
2711,395448.8374,4619549.141
2712,395433.6679,4619841.689
2713,395132.2337,4619716.254
2714,395471.0142,4619013.873
2715,394930.2879,4619160.201
2716,395097.4202,4619406.493
2717,395201.0159,4619212.683
2718,394654.8901,4619792.697
2719,395532.4695,4619785.989
2720,395503.4802,4619397.076
2721,394909.2579,4619433.382
2722,394707.4818,4619748.645
2723,395309.0966,4619364.404
2724,394794.4213,4619481.032
2725,395544.0681,4619973.253
2726,394768.7992,4619381.514
2727,395065.9125,4619294.461
2728,395516.6594,4619928.62
2729,395384.8209,4619725.524
2730,395246.2621,4619628.171
2731,395418.7146,4619593.084
2732,395241.6327,4619395.458
2733,395541.2013,4619502.99
2734,395300.3708,4619959.104
2735,394867.072,4619395.357
2736,394663.1423,4619646.782
2737,394973.6073,4619729.083
2738,395463.8744,4619996.715
2739,395210.7492,4619400.374
2740,394898.4422,4619275.117
2741,395267.0419,4619425.481
2742,394639.1758,4619456.349
2743,395192.4337,4619194.196
2744,394770.287,4619153.522
2745,395466.6403,4619845.084
2746,394849.9615,4619695.984
2747,395342.1145,4619705.309
2748,394665.9597,4619150.18
2749,395489.7128,4619322.244
2750,394633.8889,4619527.568
2751,394943.7773,4619814.489
2752,395092.9166,4619185.596
2753,394927.777,4619377.156
2754,394802.7766,4619993.991
2755,394971.6174,4619180.037
2756,395202.3125,4619936.315
2757,394835.5611,4619419.514
2758,394924.5218,4619748.971
2759,394901.6359,4619324.767
2760,395030.1488,4619829.692
2761,395374.9053,4619707.715
2762,395454.7177,4619931.325
2763,394538.2394,4619969.5
2764,395529.2305,4618993.701
2765,394986.614,4619247.668
2766,394663.8741,4619862.972
2767,394710.8695,4619519.202
2768,394870.3677,4619479.748
2769,395495.3915,4619965.316
2770,395482.386,4619057.591
2771,394724.2292,4619031.566
2772,395524.0219,4619004.956
2773,395200.5573,4619465.846
2774,395414.1747,4619678.079
2775,394741.554,4619639.891
2776,395307.8505,4619736.857
2777,394683.142,4618994.646
2778,395150.7195,4619079.896
2779,395337.7808,4619770.058
2780,395098.5589,4619627.809
2781,395188.0091,4619470.756
2782,394999.4945,4619031.05
2783,395340.4012,4619310.392
2784,394757.0287,4619147.042
2785,394834.1838,4619400.981
2786,394967.0771,4619736.755
2787,394549.6904,4619412.895
2788,394972.9201,4619367.476
2789,394911.5985,4619167.187
2790,394758.4746,4619057.855
2791,395022.5853,4619268.968
2792,394917.4374,4619594.733
2793,395288.3139,4619753.554
2794,394609.2557,4619513.506
2795,395247.2455,4619095.745
2796,395307.713,4619278.614
2797,395480.9116,4619671.944
2798,394718.0205,4619655.881
2799,395482.7323,4619796.08
2800,395326.7957,4619447.638
2801,395289.5136,4619061.011
2802,395395.5987,4619645.622
2803,394714.8362,4619061.057
2804,395161.2675,4619375.709
2805,394926.0153,4619619.473
2806,394675.4397,4619804.277
2807,395518.9532,4619481.399
2808,395362.1705,4619262.237
2809,395393.2623,4619471.169
2810,395317.0504,4619078.518
2811,394701.8036,4619360.708
2812,395492.4864,4619859.708
2813,395351.7913,4619082.128
2814,395346.2115,4619388.051
2815,395321.9645,4619184.852
2816,395240.4797,4619517.697
2817,395253.1154,4619382.893
2818,395226.0549,4619342.479
2819,395034.9293,4619333.411
2820,395166.5391,4619070.278
2821,394879.3453,4619879.511
2822,394571.2024,4619497.773
2823,394882.6307,4619566.291
2824,394674.4683,4619980.42
2825,394853.115,4619979.759
2826,395548.9163,4619092.612
2827,394707.4717,4619284.276
2828,394667.2535,4619058.422
2829,394608.0378,4619727.569
2830,395341.8997,4619754.103
2831,395403.0427,4619362.674
2832,394949.2304,4619811.216
2833,395120.9943,4619586.137
2834,395433.5261,4619688.973
2835,395483.7649,4619737.236
2836,395281.921,4619361.536
2837,394917.4315,4619074.14
2838,394937.5644,4619553.569
2839,395305.4352,4619340.213
2840,394765.3224,4619501.391
2841,395446.184,4619418.226
2842,394629.429,4619507.525
2843,395048.8011,4619408.693
2844,394809.3449,4619179.902
2845,395175.1948,4619390.163
2846,395089.2559,4619640.72
2847,395163.4976,4619756.528
2848,394748.8334,4619743.577
2849,394888.2951,4619129.989
2850,395021.4549,4619164.027
2851,394760.521,4619957.143
2852,395289.6382,4619717.539
2853,394841.0787,4619796.038
2854,394974.3777,4619243.493
2855,395072.7463,4619950.079
2856,394851.933,4619898.149
2857,395321.3308,4619667.758
2858,394751.522,4619447.294
2859,394758.3961,4619828.8
2860,395508.6118,4619391.545
2861,395050.6285,4619368.42
2862,395041.4297,4619488.308
2863,395462.1892,4619359.466
2864,395001.2994,4619770.175
2865,394950.7062,4619102.943
2866,395470.6862,4619728.606
2867,394892.3736,4619727.039
2868,395135.9065,4619871.747
2869,394584.5166,4619389.188
2870,395544.1105,4619789.737
2871,395406.879,4619517.615
2872,395193.977,4619231.505
2873,395080.5766,4619194.239
2874,395044.9068,4619850.614
2875,394644.0488,4619243.003
2876,394696.4344,4619154.151
2877,395190.5639,4619232.678
2878,394707.423,4619794.796
2879,394773.6651,4619400.411
2880,394552.3927,4619433.537
2881,394836.258,4619656.484
2882,395292.6839,4619260.077
2883,395365.8452,4619172.312
2884,395192.2631,4619953.629
2885,394656.8037,4619811.51
2886,394910.1974,4619347.342
2887,394611.9676,4619077.176
2888,394966.2546,4619700.327
2889,395140.8745,4619597.927
2890,395013.2471,4619940.283
2891,394719.4814,4619587.323
2892,394979.5744,4619067.522
2893,395242.5657,4619323.969
2894,394832.2328,4619764.421
2895,394803.3503,4619131.445
2896,394845.2469,4619871.613
2897,395264.9631,4619750.892
2898,394942.608,4619655.223
2899,394914.4269,4619052
2900,395479.0843,4619063.618
2901,395117.3203,4619687.858
2902,395525.7749,4619327.767
2903,395371.8309,4619247.791
2904,395259.5979,4619355.088
2905,395407.4939,4619729.431
2906,394919.468,4619584.322
2907,394546.996,4619876.264
2908,394923.3895,4619627.023
2909,395097.8647,4619836.446
2910,395270.8448,4619832.884
2911,395097.2818,4619248.105
2912,395083.027,4619641.692
2913,394636.9279,4619934.635
2914,394665.1835,4619740.307
2915,395220.0768,4619199.395
2916,394721.6181,4619816.113
2917,394697.7708,4619103.827
2918,395268.0002,4619436.355
2919,394580.8468,4619587.535
2920,395014.2547,4619210.817
2921,395037.9432,4619714.146
2922,394562.0166,4619725.555
2923,394749.66,4619233.602
2924,395306.0321,4619364.8
2925,394582.9074,4619604.66
2926,394712.3726,4619387.372
2927,395401.105,4619946.716
2928,395203.811,4619868.796
2929,395157.3556,4619210.612
2930,395204.1014,4619647.689
2931,394807.2283,4619535.867
2932,394545.6309,4619673.22
2933,395429.5689,4619074.986
2934,394921.6982,4619975.964
2935,395424.6372,4619335.6
2936,395468.2208,4619086.025
2937,395416.8653,4619435.56
2938,395394.6257,4619112.317
2939,395518.3315,4619782.72
2940,395056.1969,4619527.163
2941,395325.955,4619359.416
2942,394687.2651,4619244.712
2943,394962.3321,4619543.114
2944,394760.4816,4619638.01
2945,395362.0192,4619813.992
2946,395479.3596,4619857.727
2947,394879.2431,4619208.47
2948,394728.6011,4619402.752
2949,394903.6481,4619463.21
2950,394908.5226,4619278.006
2951,394966.1554,4619832.895
2952,394538.8002,4619275.657
2953,394687.4714,4619961.09
2954,395066.3522,4619162.632
2955,395247.9372,4618996.111
2956,395295.7727,4619301.38
2957,395503.6378,4619885.153
2958,394819.7399,4619136.351
2959,395273.3191,4619391.7
2960,395196.5822,4619738.862
2961,395385.9,4619204.982
2962,395171.4589,4619752.96
2963,395214.452,4619126.445
2964,394760.5685,4619610.352
2965,395302.8279,4619220.595
2966,394848.8447,4619149.245
2967,394591.1419,4619653.905
2968,395126.6432,4619911.252
2969,394885.6744,4619912.745
2970,394734.1802,4619516.452
2971,394684.909,4619522.502
2972,395249.5294,4619263.439
2973,395051.656,4619647.191
2974,395396.908,4619523.239
2975,394769.795,4619172.364
2976,394798.2352,4619650.208
2977,395398.3284,4619985.784
2978,395238.6627,4619316.761
2979,395166.6281,4619737.405
2980,395129.3024,4619680.914
2981,394791.4724,4619105.231
2982,395199.0578,4619030.358
2983,395442.0979,4619409.895
2984,394803.5794,4619253.348
2985,394716.4022,4619194.705
2986,395188.1572,4619562.123
2987,394613.0457,4619825
2988,395462.0981,4619178.478
2989,395150.235,4619822.524
2990,395427.2732,4619437.068
2991,395485.1976,4619438.635
2992,395213.1886,4619201.121
2993,394865.4092,4619860.36
2994,395381.2178,4619766.824
2995,394996.3715,4619096.793
2996,395014.2661,4619027.735
2997,395005.9776,4619725.337
2998,395401.7578,4619597.675
2999,395348.315,4619435.366
3000,395004.613,4619915.484
3001,395015.9121,4619884.456
3002,395498.7248,4619170.937
3003,395428.894,4619039.041
3004,395181.7317,4619767.366
3005,395210.4373,4619489.795
3006,394707.2034,4619442.523
3007,395512.1049,4619453.261
3008,395001.5092,4619495.994
3009,395276.8371,4619139.694
3010,394624.4055,4619506.492
3011,394918.765,4619183.92
3012,395357.3462,4619551.647
3013,394896.5717,4619848.163
3014,394864.7231,4619409.264
3015,395046.6373,4619212.67
3016,395395.4203,4619639.278
3017,394857.0245,4619943.405
3018,395215.5661,4619591.576
3019,395212.3898,4619559.574
3020,395024.1154,4619323.981
3021,394650.5469,4619091.683
3022,395125.2541,4619977.487
3023,394659.2049,4619307.844
3024,394692.112,4619869.375
3025,395354.935,4619898.278
3026,395441.4817,4619900.363
3027,395459.5824,4619641.374
3028,394649.7943,4619582.984
3029,395158.0902,4619019.488
3030,394831.622,4619526.939
3031,395255.9492,4619949.577
3032,394906.0357,4619435.613
3033,395154.1862,4619247.275
3034,395313.861,4619489.133
3035,395398.598,4619580.697
3036,394711.0539,4619315.165
3037,395157.1912,4619826.318
3038,394783.7319,4619519.31
3039,394771.0373,4619080.818
3040,395078.6079,4619173.339
3041,394897.9636,4619985.499
3042,395427.4195,4619562.317
3043,394699.5662,4619010.892
3044,394653.3719,4619123.192
3045,395351.0174,4619708.617
3046,394809.1544,4619888.834
3047,394718.7224,4619505.386
3048,395360.8288,4619240.572
3049,394925.2248,4619304.562
3050,395306.8442,4619178.707
3051,394576.5434,4619972.786
3052,394886.0238,4619295.005
3053,395471.445,4619366.128
3054,395017.6713,4619044.17
3055,395121.2979,4619865.174
3056,394632.7532,4619274.532
3057,394726.7721,4619159.389
3058,394663.8315,4619437.391
3059,394953.6358,4619748.595
3060,394923.9272,4619150.664
3061,394835.1167,4619808.55
3062,395229.0876,4619505.366
3063,395305.846,4619123.583
3064,395402.0249,4619112.758
3065,395053.5519,4619259.133
3066,395114.4044,4619547.47
3067,395191.5907,4619796.429
3068,395538.7441,4619258.051
3069,395201.2302,4619567.055
3070,395182.5379,4619670.429
3071,394656.72,4619855.479
3072,395105.5931,4619382.541
3073,395203.3658,4619013.402
3074,394818.663,4619330.741
3075,394856.8277,4619886.413
3076,394543.9983,4619985.752
3077,394786.3507,4619962.63
3078,394897.1142,4619192.648
3079,394844.2985,4619843.438
3080,394953.2831,4619128.884
3081,395366.7737,4619660.939
3082,395401.6669,4619901.422
3083,395231.9695,4619747.841
3084,394792.0831,4619587.739
3085,395524.6108,4619531.576
3086,395361.4536,4619580.93
3087,394720.2083,4619167.525
3088,395310.2484,4619237.798
3089,394618.339,4619475.637
3090,395140.6523,4619478.04
3091,395525.5648,4619757.461
3092,395453.5054,4619955.799
3093,394955.6453,4619924.451
3094,395032.328,4619206.013
3095,395116.2084,4619892.904
3096,394623.4657,4619915.718
3097,395449.3659,4619281.809
3098,395196.0131,4619041.53
3099,394747.4248,4619924.331
3100,395075.9321,4619675.07
3101,394821.8953,4619047.155
3102,395428.2203,4619019.39
3103,395085.8596,4619149.238
3104,395529.9546,4619743.63
3105,394698.6481,4619122.535
3106,394936.0228,4619005.327
3107,394629.882,4619331.494
3108,395507.0076,4619373.858
3109,395419.511,4619449.267
3110,395374.7709,4619055.009
3111,395169.3024,4619633.003
3112,394559.9941,4619795.554
3113,395197.2044,4619458.013
3114,395477.8449,4619840.329
3115,395527.7154,4619217.603
3116,395502.9978,4619613.374
3117,395244.8976,4619266.336
3118,395220.0608,4619494.851
3119,395439.0689,4619773.228
3120,395330.7495,4619907.425
3121,395534.8569,4619082.238
3122,395497.3045,4619254.589
3123,394596.4092,4619087.43
3124,395291.0912,4619702.842
3125,395364.7081,4619625.043
3126,395508.7409,4619974.306
3127,394724.2881,4619959.422
3128,394733.5868,4619063.729
3129,394603.9612,4619786.638
3130,395431.253,4619333.929
3131,395337.8351,4619058.402
3132,395235.5929,4619903.102
3133,394705.6895,4619288.121
3134,394913.649,4619031.909
3135,394541.6911,4619977.199
3136,394564.4467,4619435.973
3137,395357.7926,4619466.363
3138,394828.186,4619739.208
3139,394781.041,4619989.213
3140,395286.397,4619812.819
3141,394954.8863,4619691.996
3142,395297.9149,4619170.541
3143,394804.2972,4619669.391
3144,394837.2688,4619795.217
3145,394552.291,4619251.197
3146,394631.3064,4619559.32
3147,394714.8512,4619416.647
3148,394662.3694,4619955.843
3149,395369.8429,4619693.824
3150,395136.1056,4619913.134
3151,395261.3969,4619509.512
3152,395287.3632,4619927.533
3153,395234.6758,4619172.914
3154,394882.6205,4619073.263
3155,395419.5068,4619265.847
3156,395185.735,4619939.909
3157,394891.1802,4619179.824
3158,395126.5481,4619764.908
3159,395039.9287,4619630.683
3160,394805.2971,4619901.14
3161,394803.6353,4619378.098
3162,395158.4285,4619979.584
3163,395285.7908,4619282.376
3164,395025.3858,4619033.619
3165,394779.0785,4619331.807
3166,395167.5015,4619722.295
3167,394723.2239,4619322.582
3168,394589.0059,4619920.622
3169,394842.1126,4619515.058
3170,394983.4855,4619613.745
3171,394611.186,4619138.676
3172,395523.9597,4619352.841
3173,395274.8178,4619874.255
3174,394593.3765,4619539.853
3175,395146.7958,4619907.421
3176,395096.8025,4619524.558
3177,395159.2925,4619225.301
3178,395214.3393,4619633.746
3179,394548.6916,4618998.732
3180,395380.1235,4619689.207
3181,395293.6806,4619632.079
3182,395349.2876,4619160.866
3183,395384.6094,4619013.185
3184,395243.1663,4619792.739
3185,395258.4866,4619171.421
3186,395244.3277,4619286.56
3187,394822.7636,4619096.013
3188,395246.3664,4619726.963
3189,394879.5642,4619297.871
3190,394656.6632,4619641.688
3191,395356.2834,4619128.282
3192,394726.4371,4619956.778
3193,394921.2083,4619218.716
3194,395211.703,4619686.207
3195,394728.1355,4619027.944
3196,395517.2564,4619222.293
3197,394694.449,4619022.005
3198,395093.5469,4619936.376
3199,395318.6335,4619489.646
3200,395074.5847,4619782.911
3201,395181.4035,4619933.326
3202,394592.0629,4619647.336
3203,395220.5851,4618995.525
3204,395437.6662,4619650.888
3205,394669.83,4619563.087
3206,395493.8936,4619588.068
3207,394876.9049,4619841.954
3208,394985.6716,4619335.51
3209,395313.1556,4619238.323
3210,395083.3652,4619414.269
3211,395070.7564,4619936.973
3212,395497.2012,4619767.922
3213,395096.1593,4619147.908
3214,395135.7532,4619093.601
3215,394624.5313,4619847.116
3216,394866.6182,4619554.996
3217,395472.4156,4619934.573
3218,394743.2863,4619663.996
3219,395310.1155,4619953.453
3220,395140.7125,4619446.458
3221,395212.9406,4619133.97
3222,394881.1678,4619464.948
3223,395302.0201,4619243.638
3224,395266.2668,4619467.186
3225,394951.6151,4619839.847
3226,394696.2106,4619861.807
3227,394859.8242,4619327.435
3228,394931.5473,4619741.329
3229,394677.0115,4619280.942
3230,394786.1582,4619788.56
3231,395387.5171,4619722.429
3232,395039.8617,4619334.15
3233,395523.0178,4619918.645
3234,395457.8493,4619025.395
3235,394741.8466,4619716.424
3236,395046.0332,4619164.804
3237,395064.9301,4619354.89
3238,395133.6069,4619262.649
